v1,v2,,,
ham,Dont show yourself. How far. Put new pictures up on facebook.,,,
ham,Wah lucky man... Then can save money... Hee...,,,
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",,,
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,,,
ham,God bless.get good sleep my dear...i will pray!,,,
ham,"Sorry, got a late start, we're on the way",,,
ham,Howz that persons story,,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
ham,Really? I crashed out cuddled on my sofa.,,,
ham,Me n him so funny...,,,
ham,Yar lor... How u noe? U used dat route too?,,,
ham,K...k...when will you give treat?,,,
ham,ITS A LAPTOP TAKE IT WITH YOU.,,,
ham,DO U WANT 2 MEET UP 2MORRO,,,
ham,"Sorry, I'll call later",,,
ham,Guess he wants alone time. We could just show up and watch when they do..,,,
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,,,
ham,Shhhhh nobody is supposed to know!,,,
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",,,
ham,I'm hungry buy smth home...,,,
ham,Yep. I do like the pink furniture tho.,,,
ham,Still in the area of the restaurant. Ill try to come back soon,,,
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,,,
ham,Er mw im filled tuth is aight,,,
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,,,
ham,K still are you loving me.,,,
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,,,
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,,,
ham,Well. You know what i mean. Texting,,,
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",,,
ham,I'm at home. Please call,,,
ham,Dear got bus directly to calicut,,,
ham,I'll probably be by tomorrow (or even later tonight if something's going on),,,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,
ham,Fuck cedar key and fuck her (come over anyway tho),,,
ham,Lemme know when you're here,,,
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",,,
ham,Want to send me a virtual hug?... I need one,,,
ham,Hey do you want anything to buy:),,,
ham,How much did ur hdd casing cost.,,,
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,,,
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",,,
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,,,
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",,,
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,,,
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,,,
ham,Nah im goin 2 the wrks with j wot bout u?,,,
ham,Thank you. I like you as well...,,,
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,,,
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,,,
ham,WHORE YOU ARE UNBELIEVABLE.,,,
ham,I will be gentle princess! We will make sweet gentle love...,,,
ham,R u in this continent?,,,
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",,,
ham,Hmmm.but you should give it on one day..,,,
ham,Reverse is cheating. That is not mathematics.,,,
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",,,
ham,Well I'm going to be an aunty!,,,
ham,Dear umma she called me now :-),,,
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",,,
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,,,
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,,,
ham,Get ready to put on your excellent sub face :),,,
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,,,
ham,"Kate jackson rec center before 7ish, right?",,,
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",,,
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",,,
ham,Ard 515 like dat. Y?,,,
ham,K..k:)how much does it cost?,,,
ham,Take us out shopping and Mark will distract Isaiah.=D,,,
ham,"Not for possession, especially not first offense",,,
ham,I'm not coming home 4 dinner.,,,
ham,"I want to show you the world, princess :) how about europe?",,,
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),,,
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",,,
ham,Dont gimme that lip caveboy,,,
ham,Went fast asleep dear.take care.,,,
ham,R we going with the  &lt;#&gt;  bus?,,,
ham,Mom wants to know where you at,,,
ham,All e best 4 ur driving tmr :-),,,
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",,,
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,,,
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,,,
ham,Howz that persons story,,,
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,,,
ham,Hi my email address has changed now it is ,,,
ham,Hey company elama po mudyadhu.,,,
ham,Kent vale lor... ÌÏ wait 4 me there ar?,,,
ham,I need to come home and give you some good lovin...,,,
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",,,
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,,,
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",,,
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,
ham,Hey so whats the plan this sat? ,,,
ham,It vl bcum more difficult..,,,
ham,Okie...,,,
ham,Thinkin about someone is all good. No drugs for that,,,
ham,"Customer place, i wil cal u sir.",,,
ham,2 and half years i missed your friendship:-),,,
ham,Send me your resume:-),,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,Go fool dont cheat others ok,,,
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,,,
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",,,
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",,,
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,,,
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",,,
ham,Your bill at 3 is å£33.65 so thats not bad!,,,
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",,,
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),,,
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,,,
ham,You sure your neighbors didnt pick it up,,,
ham,"I call you later, don't have network. If urgnt, sms me.",,,
ham,Sorry da thangam.it's my mistake.,,,
ham,"Oh, then your phone phoned me but it disconnected",,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,,,
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,,,
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",,,
ham,S.this will increase the chance of winning.,,,
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,,,
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",,,
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,,,
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,,,
ham,Then wat r u doing now? Busy wif work?,,,
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",,,
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,,,
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,,,
ham,Ok. Me watching tv too.,,,
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,,,
ham,Can you talk with me..,,,
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",,,
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,,,
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,,,
ham,aathi..where are you dear..,,,
ham,K:)all the best:)congrats...,,,
ham,Fine. Do you remember me.,,,
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,,,
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,,,
ham,Then cant get da laptop? My matric card wif Ì_ lei... ,,,
ham,Nan sonathaya soladha. Why boss?,,,
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,,,
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,,,
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,,,
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",,,
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",,,
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,,,
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",,,
ham,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,,,
ham,Or Ì_ go buy wif him then i meet Ì_ later can?,,,
ham,I am not sure about night menu. . . I know only about noon menu,,,
ham,I went to project centre,,,
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,,,
ham,I went to ur hon lab but no one is there.,,,
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",,,
ham,Minimum walk is 3miles a day.,,,
ham,Thanks for loving me so. You rock,,,
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",,,
ham,Sday only joined.so training we started today:),,,
ham,I'll meet you in the lobby,,,
ham,U don't remember that old commercial?,,,
ham,I've got it down to a tea. not sure which flavour,,,
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,,,
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,,,
ham,You are a big chic. Common. Declare,,,
ham,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,,,
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",,,
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,,,
ham,Thats cool. I want to please you...,,,
ham,Watching tv now. I got new job :),,,
ham,Why tired what special there you had,,,
ham,How much are we getting?,,,
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,,,
ham,No da if you run that it activate the full version da.,,,
ham,I've told you everything will stop. Just dont let her get dehydrated.,,,
ham,And whenever you and i see we can still hook up too.,,,
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
ham,R Ì_ comin back for dinner?,,,
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,,,
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,
ham,Depends on where u going lor.,,,
ham,How much it will cost approx . Per month.,,,
ham,Can i get your opinion on something first?,,,
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,,,
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",,,
ham,"Like  &lt;#&gt; , same question",,,
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? ",,,
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",,,
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,,,
ham,Are there TA jobs available? Let me know please cos i really need to start working,,,
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,,,
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),,,
ham,Aaooooright are you at work?,,,
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
ham,Yes:)here tv is always available in work place..,,,
ham,Good Morning plz call me sir,,,
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",,,
ham,Thanx a lot...,,,
ham,I always chat with you. In fact i need money can you raise me?,,,
ham,Yeah but which is worse for i,,,
ham,No my mum went 2 dentist.,,,
ham,"It's cool, we can last a little while. Getting more any time soon?",,,
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,,,
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,,,
ham,"I think your mentor is , but not 100 percent sure.",,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
ham,"Ya ok, then had dinner?",,,
ham,Then any special there?,,,
ham,"\Are you comingdown later?\""""",,,
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,,,
ham,"Nothing much, chillin at home. Any super bowl plan?",,,
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,,,
ham,K..k..i'm also fine:)when will you complete the course?,,,
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,,,
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),,,
ham,Y Ì_ wan to go there? C doctor?,,,
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,,,
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,,,
ham,"Yeah, probably earlier than that",,,
ham,"Get the door, I'm here",,,
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,,,
ham,Ok i am on the way to home hi hi,,,
ham,Yo guess what I just dropped,,,
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,,,
ham,In fact when do you leave? I think addie goes back to school tues or wed,,,
ham,I.ll post her out l8r. In class,,,
ham,Okie,,,
ham,Yesterday its with me only . Now am going home.,,,
ham,"If we hit it off, you can move in with me :)",,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,,,
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",,,
ham,"I'm not coming over, do whatever you want",,,
ham,And pls pls drink plenty plenty water,,,
ham,Great! I have to run now so ttyl!,,,
ham,If you r @ home then come down within 5 min,,,
ham,Hey i've booked the pilates and yoga lesson already... Haha,,,
ham,Ok.,,,
ham,Staff of placement training in Amrita college.,,,
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
ham,Are you the cutest girl in the world or what,,,
spam,You have 1 new voicemail. Please call 08719181513.,,,
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,,,
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",,,
ham,I.ll hand her my phone to chat wit u,,,
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,,,
ham,Compliments to you. Was away from the system. How your side.,,,
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",,,
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),,,
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,,,
ham,"Alright, we're all set here, text the man",,,
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,,,
ham,yay! finally lol. i missed our cinema trip last week :-(,,,
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
ham,A guy who gets used but is too dumb to realize it.,,,
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,,,
ham,Apps class varaya elaya.,,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
ham,Can you open the door?,,,
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",,,
ham,Hey what are you doing. Y no reply pa..,,,
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",,,
ham,Can you just come in for a sec? There's somebody here I want you to see,,,
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,,,
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",,,
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,,,
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",,,
ham,I am in tirupur.  call you da.,,,
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",,,
ham,"Why is that, princess? I bet the brothas are all chasing you!",,,
ham,"When you get free, call me",,,
ham,How was txting and driving,,,
ham,What happen dear tell me,,,
ham,I am on the way to tirupur.,,,
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",,,
ham,ÌÏ dun need to pick ur gf?,,,
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,,,
ham,Am surfing online store. For offers do you want to buy any thing.,,,
spam,You have 1 new message. Please call 08712400200.,,,
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,,,
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,,,
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,,,
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,,,
ham,hanks lotsly!,,,
ham,"Haha figures, well I found the piece and priscilla's bowl",,,
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,,,
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,,,
ham,"Nothing really, just making sure everybody's up to speed",,,
ham,Sorry da. I gone mad so many pending works what to do.,,,
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",,,
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",,,
ham,Sry da..jst nw only i came to home..,,,
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",,,
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,,,
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",,,
ham,Hey you told your name to gautham ah?,,,
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,,,
ham,Bring it if you got it,,,
ham,"Yes but i dont care! I need you bad, princess!",,,
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",,,
ham,U buy newspapers already?,,,
ham,"Alright, see you in a bit",,,
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,S now only i took tablets . Reaction morning only.,,,
ham,I know you are serving. I mean what are you doing now.,,,
ham,THIS IS A LONG FUCKIN SHOWR,,,
ham,Ok lor.,,,
ham,Thank you baby! I cant wait to taste the real thing...,,,
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,,,
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",,,
ham,I think steyn surely get one wicket:),,,
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,,,
ham,Change again... It's e one next to escalator...,,,
ham,Was playng 9 doors game and gt racing on phone lol,,,
ham,Hasn't that been the pattern recently crap weekends?,,,
ham,Everybody had fun this evening. Miss you.,,,
ham,"Sorry, I'll call later in meeting",,,
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",,,
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,,,
ham,"ItÛ÷s reassuring, in this crazy world.",,,
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,,,
ham,Same. Wana plan a trip sometme then,,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",,,
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,,,
ham,I am in bus on the way to calicut,,,
ham,They did't play one day last year know even though they have very good team.. Like india.,,,
ham,The bus leaves at  &lt;#&gt; ,,,
ham,Dai what this da.. Can i send my resume to this id.,,,
ham,Left dessert. U wan me 2 go suntec look 4 u?,,,
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",,,
ham,Can you use foreign stamps for whatever you send them off for? ,,,
ham,What time you thinkin of goin?,,,
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,,,
